Date,Counter Party,Reference,Type,Amount (GBP),Balance (GBP),Spending Category,Notes
21/05/2024,Barclays Partner Finance,300 0120 733039747,DIRECT DEBIT,-49.95,7847.55,BILLS_AND_SERVICES,
21/05/2024,Google,GOOGLE *YouTubePremium,ONLINE PAYMENT,-18.19,7829.36,SHOPPING,
21/05/2024,Amazon,AMAZON* 026-5646713-46,CARD SUBSCRIPTION,-15.77,7813.59,SHOPPING,
21/05/2024,Dunelm Soft Furnishin,Dunelm Soft Furnishin,GOOGLE PAY,-294.00,7519.59,GENERAL,
21/05/2024,Miele,Miele Company Limited,ONLINE PAYMENT,-66.15,7453.44,GENERAL,
21/05/2024,Aero Clean,Zettle_*Aero Clean,APPLE PAY,-270.00,7183.44,BILLS_AND_SERVICES,
21/05/2024,Bhcc-Paybyphoneparking,632YDJOEQQN8 632YDJOEQ,ONLINE PAYMENT,-6.00,7177.44,TRANSPORT,
21/05/2024,Twinpay,TWINPAY               ,APPLE PAY,-1.10,7176.34,TRANSPORT,
21/05/2024,Sainsbury's,SAINSBURYS S/MKTS,GOOGLE PAY,-53.70,7122.64,GROCERIES,
21/05/2024,Waitrose,WAITROSE 123,APPLE PAY,-12.65,7109.99,GROCERIES,
21/05/2024,City Electrical,CITY ELECTRICAL,APPLE PAY,-4.80,7105.19,GENERAL,
21/05/2024,Tails,TAILS.COM,CARD SUBSCRIPTION,-237.51,6867.68,GROCERIES,
21/05/2024,Amazon,AMAZON* 204-9844290-25,ONLINE PAYMENT,-18.94,6848.74,SHOPPING,
22/05/2024,Bps Re Easy Direct Debits,MND005WZKJFMKN,DIRECT DEBIT,-23.00,6825.74,GENERAL,
22/05/2024,Nando's,NANDOS.CO.UK,APPLE PAY,-21.20,6804.54,EATING_OUT,
22/05/2024,Sustainaclean,SUSTAINACLEAN,ONLINE PAYMENT,-132.00,6672.54,BILLS_AND_SERVICES,
22/05/2024,Amazon Eu,Amazon.co.uk*HY4VL6O24,ONLINE PAYMENT,-11.26,6661.28,SHOPPING,
22/05/2024,Amazon,amazon.co.uk*HY7FB7FI4,ONLINE PAYMENT,-0.99,6660.29,SHOPPING,
22/05/2024,Curve,CRV*Blizzard Entertain,ONLINE PAYMENT,-17.99,6642.30,ENTERTAINMENT,
22/05/2024,Curve,CRV*Blizzard Entertain,ONLINE PAYMENT,-13.49,6628.81,ENTERTAINMENT,
22/05/2024,Tesco Burgess Hill,TESCO BURGESS HILL,GOOGLE PAY,-6.10,6622.71,EATING_OUT,
22/05/2024,Places Leisure,PLACES LEISURE,ONLINE PAYMENT,-8.75,6613.96,LIFESTYLE,
22/05/2024,Tesco,TESCO STORES 2163,GOOGLE PAY,-24.00,6589.96,GROCERIES,
22/05/2024,Amazon,AMAZON* 204-1900894-18,ONLINE PAYMENT,-13.98,6575.98,SHOPPING,
22/05/2024,Amazon,AMAZON* 204-4702857-60,ONLINE PAYMENT,-9.50,6566.48,SHOPPING,
22/05/2024,Amazon,WWW.AMAZON* 204-505209,ONLINE PAYMENT,-11.96,6554.52,SHOPPING,
22/05/2024,Co-op Food,CO-OP GROUP FOOD,APPLE PAY,-13.60,6540.92,GROCERIES,
22/05/2024,Horsham District Counc,HORSHAM DISTRICT COUNC,CARD SUBSCRIPTION,-2.60,6538.32,BILLS_AND_SERVICES,
22/05/2024,Amazon,AMAZON* 204-0639285-69,ONLINE PAYMENT,-8.49,6529.83,SHOPPING,
22/05/2024,Amazon,AMAZON* 204-8150532-79,ONLINE PAYMENT,-16.99,6512.84,SHOPPING,
23/05/2024,Amazon,AMAZON* 204-9227138-72,ONLINE PAYMENT,-22.49,6490.35,SHOPPING,
23/05/2024,Amazon,WWW.AMAZON* 204-375109,ONLINE PAYMENT,-17.15,6473.20,SHOPPING,
23/05/2024,Amazon,WWW.AMAZON* 204-529757,ONLINE PAYMENT,-21.00,6452.20,SHOPPING,
23/05/2024,Royal Mail,ROYAL MAIL GROUP LTD,ONLINE PAYMENT,-7.90,6444.30,BILLS_AND_SERVICES,
23/05/2024,Amazon,AMAZON* 204-2514738-60,ONLINE PAYMENT,-35.99,6408.31,SHOPPING,
23/05/2024,Vic Davis Professional,VIC DAVIS PROFESSIONAL,APPLE PAY,-15.75,6392.56,BILLS_AND_SERVICES,
23/05/2024,Twinpay,TWINPAY               ,APPLE PAY,-1.10,6391.46,TRANSPORT,
23/05/2024,Waitrose,WAITROSE 123,APPLE PAY,-11.55,6379.91,GROCERIES,
23/05/2024,McDonald's,MCDONALDS,APPLE PAY,-8.93,6370.98,EATING_OUT,
23/05/2024,Ukfingerprints,WWW.UKFINGERPRINTS.COM,ONLINE PAYMENT,-78.00,6292.98,BILLS_AND_SERVICES,
24/05/2024,GoCardless,BRUCESDOGDAY-H85HM,DIRECT DEBIT,-374.40,5918.58,PETS,
24/05/2024,Amazon,AMAZON* 204-8885258-20,ONLINE PAYMENT,-64.36,5854.22,SHOPPING,
24/05/2024,Amazon,WWW.AMAZON* 204-892360,ONLINE PAYMENT,-7.99,5846.23,SHOPPING,
24/05/2024,Costa Coffee,COSTA COFFEE 43011195,GOOGLE PAY,-3.65,5842.58,EATING_OUT,
24/05/2024,LEES J A,Payday ish,FASTER PAYMENT,7700.00,13542.58,INCOME,
24/05/2024,WH Smith,WH Smith London Bridge,GOOGLE PAY,-3.28,13539.30,SHOPPING,
24/05/2024,Coffee Zone Burgess,COFFEE ZONE BURGESS HI,GOOGLE PAY,-5.10,13534.20,EATING_OUT,
24/05/2024,TfL,TFL TRAVEL CH,GOOGLE PAY,-8.20,13526.00,TRANSPORT,
24/05/2024,McDonald's,MCDONALDS,GOOGLE PAY,-4.00,13522.00,EATING_OUT,
24/05/2024,Cowfold Medical Group,COWFOLD MEDICAL GROUP,GOOGLE PAY,-9.90,13512.10,BILLS_AND_SERVICES,
24/05/2024,Sustainaclean,SUSTAINACLEAN,ONLINE PAYMENT,-52.80,13459.30,BILLS_AND_SERVICES,
25/05/2024,Ticketsource,TICKETSOURCE,GOOGLE PAY,-26.00,13433.30,SHOPPING,
25/05/2024,Hawthorn Veterinary,HAWTHORN VETERINARY   ,GOOGLE PAY,-446.12,12987.18,BILLS_AND_SERVICES,
25/05/2024,Cards Direct Horsham,CARDS DIRECT HORSHAM  ,GOOGLE PAY,-6.65,12980.53,GENERAL,
25/05/2024,Next,NEXT RETAIL LTD,GOOGLE PAY,-20.15,12960.38,SHOPPING,
25/05/2024,Amazon,AMAZON* 204-5729498-70,ONLINE PAYMENT,-32.23,12928.15,SHOPPING,
25/05/2024,RingGo Parking,RINGGO PARKING,GOOGLE PAY,-1.00,12927.15,TRANSPORT,
25/05/2024,Netflix,Netflix.com,CARD SUBSCRIPTION,-17.99,12909.16,BILLS_AND_SERVICES,
25/05/2024,Park View Kios,Zettle_*Park view kios,APPLE PAY,-7.30,12901.86,EATING_OUT,
25/05/2024,Starbucks,STARBUCKS HICKSTEAD,GOOGLE PAY,-7.25,12894.61,EATING_OUT,
26/05/2024,Amazon,WWW.AMAZON* 204-380411,ONLINE PAYMENT,-15.59,12879.02,SHOPPING,
26/05/2024,High Sports Brighton,HIGH SPORTS BRIGHTON,ONLINE PAYMENT,-19.00,12860.02,LIFESTYLE,
26/05/2024,Surrey Ices,Surrey Ices,APPLE PAY,-3.50,12856.52,EATING_OUT,
26/05/2024,Surrey Ices,Surrey Ices,APPLE PAY,-17.00,12839.52,EATING_OUT,
26/05/2024,Fresha Uk,Endless Hair Creations,ONLINE PAYMENT,-15.00,12824.52,ENTERTAINMENT,
26/05/2024,Battersea Dogs,BATTERSEA DOGS & CATS',GOOGLE PAY,-1.00,12823.52,GENERAL,
26/05/2024,Waitrose,WAITROSE 123,GOOGLE PAY,-35.66,12787.86,GROCERIES,
26/05/2024,Rontec,RONTEC BOOKLANDS,APPLE PAY,-107.99,12679.87,TRANSPORT,
26/05/2024,Kids Stuff Market,KIDS STUFF LTD MARKET,GOOGLE PAY,-19.99,12659.88,SHOPPING,
26/05/2024,Burgess Hill,Pets Corner S132,GOOGLE PAY,-9.99,12649.89,GENERAL,
27/05/2024,Curve,CRV*APPLE.COM BILL COR,ONLINE PAYMENT,-125.99,12523.90,LIFESTYLE,
27/05/2024,The Triangle,THE TRIANGLE,GOOGLE PAY,-22.69,12501.21,EATING_OUT,
27/05/2024,The Triangle,THE TRIANGLE,GOOGLE PAY,-6.60,12494.61,EATING_OUT,
27/05/2024,Ocado,OCADO                 ,ONLINE PAYMENT,-108.97,12385.64,GROCERIES,
27/05/2024,Twinpay,TWINPAY               ,ONLINE PAYMENT,-1.10,12384.54,TRANSPORT,
27/05/2024,Channel 4,CHANNEL 4,CARD SUBSCRIPTION,-3.99,12380.55,BILLS_AND_SERVICES,
28/05/2024,Places For People Leisure ,54578485A,DIRECT DEBIT,-3.00,12377.55,GENERAL,
28/05/2024,Octopus Energy,A-E501D93A-002,DIRECT DEBIT,-300.00,12077.55,BILLS_AND_SERVICES,
28/05/2024,Amazon,WWW.AMAZON* 202-875811,CARD SUBSCRIPTION,-10.34,12067.21,SHOPPING,
28/05/2024,Amazon,WWW.AMAZON* 203-080831,CARD SUBSCRIPTION,-8.50,12058.71,SHOPPING,
28/05/2024,Amazon,WWW.AMAZON* 203-622801,CARD SUBSCRIPTION,-8.50,12050.21,SHOPPING,
28/05/2024,Curve,CRV*WWW.AMAZON* 026-72,ONLINE PAYMENT,-2.41,12047.80,SHOPPING,
28/05/2024,Curve,CRV*WWW.AMAZON* 206-58,ONLINE PAYMENT,-15.78,12032.02,SHOPPING,
28/05/2024,Tesco,TESCO STORES 2163,APPLE PAY,-40.97,11991.05,GROCERIES,
28/05/2024,Tesco,TESCO STORES 2675,APPLE PAY,-48.70,11942.35,GROCERIES,
28/05/2024,Costa Coffee,43050340 COSTA COFFEE,APPLE PAY,-5.55,11936.80,EATING_OUT,
28/05/2024,Park Cameras,PARK CAMERAS LTD      ,APPLE PAY,-499.00,11437.80,LIFESTYLE,
28/05/2024,Tesco Hand Car Wash,TESCO HAND CAR WASH,APPLE PAY,-70.00,11367.80,TRANSPORT,
28/05/2024,Tesco Hand Car Wash,TESCO HAND CAR WASH,APPLE PAY,-10.00,11357.80,TRANSPORT,
29/05/2024,Amazon,AMAZON* 204-0161436-27,ONLINE PAYMENT,-24.97,11332.83,SHOPPING,
29/05/2024,Sustainaclean,SUSTAINACLEAN,ONLINE PAYMENT,-52.80,11280.03,BILLS_AND_SERVICES,
29/05/2024,Cart Parc 1 Merc,EURO DISNEY ASSOCIES,GOOGLE PAY,-21.31,11258.72,ENTERTAINMENT,
29/05/2024,Euro Disney Associes,EURO DISNEY ASSOCIES,APPLE PAY,-2.13,11256.59,ENTERTAINMENT,
29/05/2024,Strollers Parc 1,EURO DISNEY ASSOCIES,GOOGLE PAY,-136.38,11120.21,ENTERTAINMENT,
29/05/2024,Euro Disney Associes,EURO DISNEY ASSOCIES,APPLE PAY,-17.05,11103.16,ENTERTAINMENT,
29/05/2024,Euro Disney Associes,EURO DISNEY ASSOCIES,GOOGLE PAY,-151.73,10951.43,ENTERTAINMENT,
29/05/2024,New Priory Vets,NEW PRIORY VETS,APPLE PAY,-235.29,10716.14,PETS,
29/05/2024,Hrc030246easy,HRC030246EASY1        ,GOOGLE PAY,-11.17,10704.97,EATING_OUT,
29/05/2024,Vitesse,ADV SAM 0066,FASTER PAYMENT,235.29,10940.26,INCOME,
29/05/2024,Vitesse,ADV SAM 0066,FASTER PAYMENT,371.12,11311.38,INCOME,
30/05/2024,BT,GB26676055,DIRECT DEBIT,-76.65,11234.73,BILLS_AND_SERVICES,
30/05/2024,Sanef Autoroute,SANEF AUTOROUTE,APPLE PAY,-17.22,11217.51,TRANSPORT,
30/05/2024,Dsc6053602uk-,SAP-PHOTO* A1016600,ONLINE PAYMENT,-20.97,11196.54,LIFESTYLE,
30/05/2024,Pristine Gardenz Ltd,Pressure + pointin,FASTER PAYMENT,-2520.00,8676.54,PAYMENTS,
30/05/2024,Euro Disney Associes,EURO DISNEY ASSOCIES,GOOGLE PAY,-321.20,8355.34,ENTERTAINMENT,
30/05/2024,Disney All Access,DISNEY ALL ACCESS,ONLINE PAYMENT,-12.78,8342.56,ENTERTAINMENT,
31/05/2024,Kids A Disney,KIDS A DISNEY,APPLE PAY,-80.93,8261.63,SHOPPING,
31/05/2024,Captain Jack S,EURO DISNEY ASSOCIES,APPLE PAY,-59.63,8202.00,ENTERTAINMENT,
31/05/2024,Studio Store Wds,EURO DISNEY ASSOCIES,APPLE PAY,-68.15,8133.85,ENTERTAINMENT,
31/05/2024,Euro Disney Associes,EURO DISNEY ASSOCIES,APPLE PAY,-2.81,8131.04,ENTERTAINMENT,
31/05/2024,Martin Butler,May,FASTER PAYMENT,-306.00,7825.04,PETS,
31/05/2024,Disney All Access,DISNEY ALL ACCESS,ONLINE PAYMENT,-35.78,7789.26,ENTERTAINMENT,
31/05/2024,Disney All Access,DISNEY ALL ACCESS,ONLINE PAYMENT,-12.78,7776.48,ENTERTAINMENT,
31/05/2024,Grind,GRIND & CO,CARD SUBSCRIPTION,-13.50,7762.98,EATING_OUT,
31/05/2024,giffgaff,giffgaff,ONLINE PAYMENT,-10.00,7752.98,BILLS_AND_SERVICES,
01/06/2024,Starling Bank,May Interest Earned,DEPOSIT INTEREST,13.55,7766.53,INCOME,
01/06/2024,Pristine Gardenz Ltd,3997,FASTER PAYMENT,-311.52,7455.01,PAYMENTS,
01/06/2024,Apple App Store,APPLE.COM/BILL,CARD SUBSCRIPTION,-8.99,7446.02,ENTERTAINMENT,
01/06/2024,Apple App Store,APPLE.COM/BILL,CARD SUBSCRIPTION,-14.99,7431.03,ENTERTAINMENT,
